id,URL,Status,transactionType,transactionSubtype,price,isSubjectToVat,isFurnished,type,subtype,country,region,province,district,locality,postalCode,street,number,box,floor,latitude,longitude,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,condition,hasLift,kitchen,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,primaryEnergyConsumptionPerSqm,epcScore,heatingType,hasDoubleGlazing,saleType,creationDate,lastModificationDate,bookmarkCount,viewCount
10834757,https://www.immoweb.be/en/classified/10834757,200,FOR_SALE,BUY_REGULAR,279000,False,,HOUSE,MIXED_USE_BUILDING,Belgium,Flanders,West Flanders,Oostend,Ichtegem,8480,Veldstraat,70,,,51.0852498,3.0411667,3,,,3.0,,TO_BE_DONE_UP,,,,,,,753.0,False,,,1.0,0,,,,697.0,F,,,,2023-09-21T13:26:43.000+0000,2023-09-21T13:26:43.580+0000,,
10834763,https://www.immoweb.be/en/classified/10834763,200,FOR_SALE,BUY_REGULAR,218000,False,False,HOUSE,HOUSE,Belgium,Wallonie,Hainaut,Soignies,La Louviere,7100,,,,,,,3,190.0,,2.0,,,,INSTALLED,True,150.0,True,20.0,260.0,False,,,1.0,0,1.0,,,234.0,C,GAS,True,,2023-09-21T13:31:42.000+0000,2023-09-21T13:31:42.873+0000,,
10834765,https://www.immoweb.be/en/classified/10834765,200,FOR_SALE,BUY_REGULAR,399000,False,,APARTMENT,LOFT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2600,Sint-Lambertusstraat,35,3.1,3.0,51.1987791,4.4199465,1,144.0,,,,GOOD,,HYPER_EQUIPPED,,,True,11.0,,False,,,1.0,0,,,,246.0,C,GAS,True,,2023-09-21T13:31:48.000+0000,2023-09-21T13:31:49.223+0000,,
10834768,https://www.immoweb.be/en/classified/10834768,200,FOR_SALE,BUY_REGULAR,2395000,False,False,APARTMENT,PENTHOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Sint-Aldegondiskaai,10,,0.0,51.2278376,4.4026483,3,302.0,2005.0,2.0,,AS_NEW,True,HYPER_EQUIPPED,,,True,78.0,,False,,,2.0,0,,1.0,2.0,187.0,B,,True,,2023-09-21T13:31:58.000+0000,2023-09-21T13:31:59.400+0000,,
10834762,https://www.immoweb.be/en/classified/10834762,200,FOR_SALE,BUY_REGULAR,3155000,False,,APARTMENT,PENTHOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Verbindingsdok-Westkaai,26,,6.0,51.2301218,4.4063448,3,378.0,1970.0,,,AS_NEW,True,HYPER_EQUIPPED,,,True,165.0,,False,,,2.0,0,,4.0,,180.0,B,GAS,True,,2023-09-21T13:31:41.000+0000,2023-09-21T13:31:41.827+0000,,
10834764,https://www.immoweb.be/en/classified/10834764,200,FOR_SALE,BUY_REGULAR,265000,False,False,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2600,Sint-Lambertusstraat,35,2.2,2.0,51.1987791,4.4199465,1,70.0,,2.0,,GOOD,,HYPER_EQUIPPED,,,,,,False,,,1.0,0,,,,159.0,B,,True,,2023-09-21T13:31:45.000+0000,2023-09-21T13:31:45.987+0000,,
10834759,https://www.immoweb.be/en/classified/10834759,200,FOR_SALE,BUY_REGULAR,225000,False,,APARTMENT,GROUND_FLOOR,Belgium,Brussels,Brussels,Brussels,Forest,1190,,,,0.0,,,2,70.0,1920.0,2.0,3.0,TO_RENOVATE,False,,True,40.0,,,,False,False,False,1.0,1,,,,336.0,F,GAS,True,,2023-09-21T13:28:01.727+0000,2023-09-21T13:28:02.210+0000,,
10834767,https://www.immoweb.be/en/classified/10834767,200,FOR_SALE,BUY_REGULAR,2500000,False,,APARTMENT,PENTHOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerpen Berchem,2600,Prins Albertlei,23,,0.0,51.1979957,4.4118112,3,411.0,,2.0,,GOOD,True,HYPER_EQUIPPED,,,,,,False,,,2.0,0,,1.0,1.0,243.0,C,GAS,True,,2023-09-21T13:31:55.000+0000,2023-09-21T13:31:55.820+0000,,
10834766,https://www.immoweb.be/en/classified/10834766,200,FOR_SALE,BUY_REGULAR,300000,False,False,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2018,Sint-Laureisstraat,144,,0.0,51.2020382,4.3962206,1,56.0,,2.0,,AS_NEW,,INSTALLED,,,True,7.0,,False,,,1.0,0,,,,178.0,B,GAS,True,,2023-09-21T13:31:51.000+0000,2023-09-21T13:31:52.567+0000,,
10834769,https://www.immoweb.be/en/classified/10834769,200,FOR_SALE,BUY_REGULAR,1468000,False,False,HOUSE,VILLA,Belgium,Flanders,Antwerp,Antwerp,Zwijndrecht,2070,Melselestraat,57,,,51.2178403,4.316095,5,585.0,2010.0,4.0,,AS_NEW,,HYPER_EQUIPPED,,,,,1500.0,False,True,,2.0,0,,2.0,5.0,52.0,A,GAS,True,,2023-09-21T13:32:02.000+0000,2023-09-21T13:32:02.843+0000,,
